latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-23.13402,-47.03538,312.73,1.09,1.04,2025-08-24,45,T,86,6.1NRT,287.54,14.4,N
-7.02035,-44.64078,321.64,2.93,1.63,2025-08-24,50,T,100,6.1NRT,294.12,83.91,N
-9.23384,-60.9207,310.22,3.55,1.77,2025-08-24,50,T,79,6.1NRT,295.26,53.38,N
-23.11625,-47.29214,322.75,1.07,1.03,2025-08-24,45,T,100,6.1NRT,287.59,24.07,N
-9.2,-60.76822,307.6,3.45,1.75,2025-08-24,50,T,72,6.1NRT,295.8,36.81,N
-23.11778,-47.30227,317.61,1.07,1.03,2025-08-24,45,T,95,6.1NRT,285.5,18.69,N
-22.14891,-43.65739,300.73,1.77,1.3,2025-08-24,45,T,13,6.1NRT,289.17,9.29,N
-9.2036,-60.79862,325.79,3.47,1.75,2025-08-24,50,T,100,6.1NRT,296.55,134.73,N
-9.13821,-60.77499,317.21,3.45,1.75,2025-08-24,50,T,95,6.1NRT,296.02,79.0,N
-22.13816,-43.64791,304.26,1.77,1.3,2025-08-24,45,T,59,6.1NRT,289.38,14.72,N
-22.65997,-47.44151,304.34,1.06,1.03,2025-08-24,45,T,60,6.1NRT,286.24,7.34,N
-9.14187,-60.7812,315.24,3.45,1.75,2025-08-24,50,T,91,6.1NRT,296.07,69.24,N
-8.90645,-62.43454,316.26,4.64,1.97,2025-08-24,50,T,93,6.1NRT,295.18,114.76,N
-22.66147,-47.45172,303.21,1.06,1.03,2025-08-24,45,T,54,6.1NRT,287.65,6.8,N
-22.29637,-47.60301,309.11,1.06,1.03,2025-08-24,48,T,76,6.1NRT,285.81,11.8,N
-8.9224,-62.43766,305.27,4.64,1.97,2025-08-24,50,T,22,6.1NRT,294.65,41.51,N
-8.90501,-62.4398,314.85,4.64,1.97,2025-08-24,50,T,90,6.1NRT,295.06,102.78,N
-22.29786,-47.61317,310.16,1.06,1.03,2025-08-24,48,T,79,6.1NRT,287.34,12.35,N
-22.82473,-53.99767,301.59,1.62,1.25,2025-08-24,48,T,34,6.1NRT,284.38,12.39,N
-6.36743,-45.5317,303.19,2.55,1.54,2025-08-24,50,T,54,6.1NRT,291.86,16.96,N
-22.81359,-53.99922,312.58,1.62,1.25,2025-08-24,48,T,85,6.1NRT,284.95,27.9,N
-8.61982,-62.60925,310.23,4.75,1.99,2025-08-24,50,T,25,6.1NRT,295.48,68.97,N
-22.81525,-54.01451,305.87,1.63,1.26,2025-08-24,48,T,66,6.1NRT,283.2,18.6,N
-8.60227,-62.6113,307.39,4.75,1.99,2025-08-24,50,T,18,6.1NRT,294.9,51.78,N
-22.00882,-47.96759,301.7,1.04,1.02,2025-08-24,48,T,44,6.1NRT,282.67,6.42,N
-8.61939,-62.61665,311.02,4.75,1.99,2025-08-24,50,T,73,6.1NRT,295.47,78.97,N
-6.61228,-48.03723,308.41,1.6,1.25,2025-08-24,50,T,74,6.1NRT,293.55,13.82,N
-21.72664,-46.81565,323.66,1.15,1.07,2025-08-24,48,T,100,6.1NRT,290.03,28.02,N
-20.9729,-42.8549,305.73,2.13,1.42,2025-08-24,48,T,65,6.1NRT,289.34,21.38,N
-6.61445,-48.05143,328.86,1.6,1.25,2025-08-24,50,T,100,6.1NRT,295.68,51.93,N
-6.61111,-48.04314,326.84,1.6,1.25,2025-08-24,50,T,100,6.1NRT,295.27,47.66,N
-20.97658,-42.87484,312.53,2.12,1.42,2025-08-24,48,T,85,6.1NRT,288.88,35.33,N
-20.97211,-42.8618,313.81,2.13,1.42,2025-08-24,48,T,88,6.1NRT,289.34,39.65,N
-6.61317,-48.0573,316.96,1.6,1.25,2025-08-24,50,T,94,6.1NRT,294.48,27.41,N
-6.19626,-45.43141,315.41,2.62,1.55,2025-08-24,50,T,91,6.1NRT,294.01,52.33,N
-20.97562,-42.88159,302.28,2.12,1.42,2025-08-24,48,T,48,6.1NRT,288.6,16.0,N
-6.18261,-45.43369,312.31,2.62,1.55,2025-08-24,50,T,85,6.1NRT,293.94,41.97,N
-21.41221,-47.6157,300.7,1.07,1.03,2025-08-24,48,T,32,6.1NRT,283.21,6.35,N
-6.91495,-52.85411,328.52,1.0,1.0,2025-08-24,50,T,100,6.1NRT,295.67,25.38,N
-22.0968,-53.81693,304.03,1.54,1.22,2025-08-24,48,T,21,6.1NRT,291.18,9.39,N
-22.09847,-53.83167,311.24,1.55,1.23,2025-08-24,48,T,82,6.1NRT,291.31,19.35,N
-6.57876,-51.10443,318.98,1.06,1.03,2025-08-24,50,T,98,6.1NRT,295.39,15.84,N
-22.08261,-53.78912,305.37,1.54,1.22,2025-08-24,48,T,14,6.1NRT,291.36,9.9,N
-6.56971,-51.10596,331.91,1.06,1.03,2025-08-24,50,T,100,6.1NRT,295.42,31.72,N
-22.08592,-53.81843,331.69,1.54,1.22,2025-08-24,48,T,100,6.1NRT,291.75,55.88,N
-5.66637,-45.15455,310.88,2.82,1.6,2025-08-24,50,T,81,6.1NRT,292.89,40.69,N
-22.08758,-53.83314,328.18,1.55,1.23,2025-08-24,48,T,100,6.1NRT,291.62,48.8,N
-5.41098,-44.97489,319.26,2.94,1.63,2025-08-24,50,T,98,6.1NRT,293.24,76.6,N
-22.0701,-53.77586,304.66,1.53,1.22,2025-08-24,48,T,39,6.1NRT,291.34,9.69,N
-5.41507,-45.0007,328.68,2.93,1.63,2025-08-24,50,T,100,6.1NRT,293.62,124.34,N
-22.07176,-53.79065,401.77,1.54,1.22,2025-08-24,48,T,100,6.1NRT,297.09,492.88,N
-5.40889,-44.98096,327.44,2.94,1.63,2025-08-24,50,T,100,6.1NRT,293.62,119.24,N
-22.07342,-53.80538,325.06,1.54,1.22,2025-08-24,48,T,100,6.1NRT,291.6,38.5,N
-5.41277,-45.00661,320.21,2.93,1.63,2025-08-24,50,T,100,6.1NRT,293.14,80.8,N
-22.05487,-53.83727,308.25,1.55,1.23,2025-08-24,48,T,74,6.1NRT,290.81,14.42,N
-6.46636,-53.40246,310.01,1.02,1.01,2025-08-24,50,T,79,6.1NRT,295.67,7.53,N
-20.4229,-43.55925,301.22,1.95,1.36,2025-08-24,48,T,39,6.1NRT,279.79,18.77,N
-6.43418,-53.37622,311.27,1.02,1.01,2025-08-24,50,T,82,6.1NRT,295.7,7.94,N
-6.43541,-53.38519,326.29,1.02,1.01,2025-08-24,50,T,100,6.1NRT,297.89,22.39,N
-20.9413,-46.82649,305.44,1.17,1.08,2025-08-24,48,T,63,6.1NRT,286.31,9.49,N
-6.42529,-53.37747,306.65,1.02,1.01,2025-08-24,50,T,69,6.1NRT,295.36,5.2,N
-20.94293,-46.83698,316.7,1.17,1.08,2025-08-24,48,T,94,6.1NRT,287.01,19.96,N
-20.93343,-46.83875,307.22,1.17,1.08,2025-08-24,48,T,71,6.1NRT,286.27,10.93,N
-6.42652,-53.38644,324.1,1.02,1.01,2025-08-24,50,T,100,6.1NRT,296.58,20.42,N
-20.38813,-45.60878,333.51,1.4,1.17,2025-08-24,48,T,100,6.1NRT,281.91,58.28,N
-6.26943,-53.65046,305.33,1.03,1.01,2025-08-24,50,T,46,6.1NRT,294.15,5.17,N
-20.39026,-45.62186,308.25,1.4,1.17,2025-08-24,48,T,74,6.1NRT,281.13,16.72,N
-5.95082,-52.20792,305.67,1.01,1.0,2025-08-24,50,T,46,6.1NRT,290.84,5.91,N
-20.36366,-46.73798,324.49,1.21,1.09,2025-08-24,48,T,100,6.1NRT,290.62,28.5,N
-5.85915,-52.08169,322.03,1.01,1.01,2025-08-24,50,T,100,6.1NRT,293.17,18.47,N
-5.8604,-52.09063,308.15,1.01,1.01,2025-08-24,50,T,74,6.1NRT,293.0,6.52,N
-20.3654,-46.74904,317.84,1.2,1.09,2025-08-24,48,T,96,6.1NRT,290.68,19.76,N
-20.36708,-46.75977,309.88,1.2,1.09,2025-08-24,48,T,79,6.1NRT,290.42,11.64,N
-5.85028,-52.08297,333.89,1.01,1.01,2025-08-24,50,T,100,6.1NRT,293.09,32.88,N
-20.35403,-46.73975,308.16,1.21,1.09,2025-08-24,48,T,60,6.1NRT,288.82,10.42,N
-5.85154,-52.09194,319.36,1.01,1.01,2025-08-24,50,T,98,6.1NRT,293.21,15.39,N
-20.35579,-46.75092,314.64,1.2,1.09,2025-08-24,48,T,90,6.1NRT,289.73,16.08,N
-6.87124,-59.81817,306.35,2.66,1.57,2025-08-24,50,T,68,6.1NRT,293.2,24.57,N
-20.81085,-50.12381,304.77,1.01,1.0,2025-08-24,48,T,62,6.1NRT,286.38,7.55,N
-6.68492,-58.85372,324.88,2.21,1.44,2025-08-24,50,T,100,6.1NRT,294.14,69.86,N
-6.68744,-58.87334,306.49,2.22,1.44,2025-08-24,50,T,68,6.1NRT,293.38,20.17,N
-19.63228,-43.19307,318.34,2.15,1.42,2025-08-24,48,T,97,6.1NRT,285.32,56.81,N
-6.57672,-59.8747,304.26,2.66,1.57,2025-08-24,50,T,59,6.1NRT,293.34,17.72,N
-20.07885,-46.1096,302.72,1.32,1.14,2025-08-24,48,T,51,6.1NRT,282.1,10.88,N
-20.20487,-47.02856,304.98,1.17,1.08,2025-08-24,48,T,62,6.1NRT,288.12,8.41,N
-5.76022,-53.76739,311.41,1.03,1.01,2025-08-24,50,T,82,6.1NRT,294.74,9.13,N
-6.31794,-59.87888,303.48,2.64,1.56,2025-08-24,50,T,55,6.1NRT,292.79,15.54,N
-20.19985,-47.02488,306.95,1.17,1.08,2025-08-24,48,T,70,6.1NRT,288.1,10.82,N
-18.71626,-40.01506,300.66,3.87,1.83,2025-08-24,48,T,32,6.1NRT,288.74,31.55,N
-6.31129,-59.88633,306.96,2.64,1.56,2025-08-24,50,T,70,6.1NRT,292.75,24.06,N
-4.48548,-47.66404,305.08,1.86,1.33,2025-08-24,50,T,63,6.1NRT,292.53,12.8,N
-18.70921,-40.02165,301.3,3.87,1.83,2025-08-24,48,T,40,6.1NRT,288.93,34.91,N
-19.83223,-47.54189,306.26,1.12,1.05,2025-08-24,48,T,67,6.1NRT,283.42,10.53,N
-4.4879,-47.6804,305.03,1.86,1.33,2025-08-24,50,T,63,6.1NRT,292.3,12.74,N
-4.30821,-48.09602,310.71,1.74,1.29,2025-08-24,50,T,81,6.1NRT,293.25,19.03,N
-20.27999,-50.89698,300.92,1.04,1.02,2025-08-24,48,T,35,6.1NRT,290.48,5.24,N
-20.36279,-51.67645,304.83,1.11,1.05,2025-08-24,48,T,49,6.1NRT,293.69,6.79,N
-5.806,-59.22945,307.34,2.29,1.47,2025-08-24,50,T,71,6.1NRT,292.88,20.08,N
-5.7931,-59.23128,303.3,2.29,1.47,2025-08-24,50,T,30,6.1NRT,292.6,11.23,N
-20.36413,-51.68693,327.21,1.11,1.05,2025-08-24,48,T,100,6.1NRT,291.93,29.2,N
-20.35347,-51.67777,324.31,1.11,1.05,2025-08-24,48,T,100,6.1NRT,292.53,24.92,N
-5.61819,-60.23231,312.97,2.75,1.59,2025-08-24,50,T,86,6.1NRT,292.61,44.47,N
-20.3548,-51.68823,391.01,1.11,1.05,2025-08-24,48,T,100,6.1NRT,298.46,236.81,N
-5.61302,-60.23933,318.34,2.75,1.59,2025-08-24,50,T,97,6.1NRT,292.67,65.51,N
-20.35613,-51.69868,349.5,1.11,1.05,2025-08-24,48,T,100,6.1NRT,291.34,70.55,N
-4.97042,-55.82576,314.74,1.25,1.11,2025-08-24,50,T,89,6.1NRT,294.23,14.83,N
-20.34547,-51.68953,348.5,1.11,1.05,2025-08-24,48,T,100,6.1NRT,292.17,68.35,N
-3.7915,-47.57125,332.39,1.95,1.36,2025-08-24,50,T,100,6.1NRT,293.34,82.05,N
-20.34679,-51.69997,351.33,1.11,1.05,2025-08-24,48,T,100,6.1NRT,293.01,75.92,N
-4.95917,-55.81604,360.94,1.24,1.11,2025-08-24,50,T,100,6.1NRT,296.83,119.0,N
-4.96063,-55.82706,365.68,1.25,1.11,2025-08-24,50,T,100,6.1NRT,296.39,138.4,N
-20.34813,-51.7105,307.15,1.11,1.05,2025-08-24,48,T,70,6.1NRT,289.75,8.75,N
-5.10081,-56.97552,304.68,1.49,1.21,2025-08-24,50,T,59,6.1NRT,293.68,7.31,N
-19.61341,-47.60906,300.5,1.12,1.05,2025-08-24,48,T,29,6.1NRT,281.35,8.02,N
-3.78393,-47.56076,314.01,1.95,1.36,2025-08-24,50,T,88,6.1NRT,292.63,29.95,N
-18.75572,-45.09589,311.62,1.62,1.25,2025-08-24,48,T,83,6.1NRT,282.59,26.15,N
-3.78639,-47.57801,323.21,1.95,1.36,2025-08-24,50,T,100,6.1NRT,292.88,52.3,N
-18.75818,-45.11077,311.77,1.62,1.25,2025-08-24,48,T,83,6.1NRT,282.87,26.14,N
-4.93665,-55.81387,304.86,1.24,1.11,2025-08-24,50,T,58,6.1NRT,294.47,5.14,N
-17.79137,-40.17121,316.87,3.95,1.85,2025-08-24,48,T,94,6.1NRT,288.71,121.41,N
-4.93814,-55.82469,318.42,1.24,1.11,2025-08-24,50,T,97,6.1NRT,294.84,19.12,N
-17.8012,-40.17423,307.8,3.95,1.85,2025-08-24,48,T,73,6.1NRT,288.57,68.29,N
-17.78506,-40.17803,307.08,3.95,1.85,2025-08-24,48,T,70,6.1NRT,288.43,64.89,N
-4.01886,-49.50923,305.21,1.38,1.16,2025-08-24,50,T,63,6.1NRT,293.65,8.02,N
-18.60877,-46.54316,306.57,1.31,1.13,2025-08-24,48,T,68,6.1NRT,282.39,14.13,N
-5.45899,-60.19166,309.78,2.71,1.58,2025-08-24,50,T,78,6.1NRT,293.68,31.3,N
-18.66344,-47.36366,301.11,1.18,1.08,2025-08-24,48,T,38,6.1NRT,283.52,8.3,N
-5.44509,-60.19349,318.75,2.71,1.58,2025-08-24,50,T,97,6.1NRT,293.81,59.74,N
-5.42823,-60.17163,364.1,2.7,1.57,2025-08-24,50,T,100,6.1NRT,295.91,404.38,N
-18.84739,-49.50076,308.41,1.0,1.0,2025-08-24,48,T,74,6.1NRT,291.41,8.94,N
-5.43119,-60.19529,314.54,2.71,1.58,2025-08-24,50,T,89,6.1NRT,293.75,42.92,N
-18.39928,-46.84359,302.08,1.26,1.12,2025-08-24,48,T,47,6.1NRT,280.51,9.72,N
-5.41437,-60.17347,308.23,2.7,1.57,2025-08-24,50,T,74,6.1NRT,293.56,25.95,N
-17.39201,-42.61053,308.55,2.64,1.56,2025-08-24,48,T,75,6.1NRT,275.19,47.28,N
-5.45035,-60.17524,310.12,2.7,1.57,2025-08-24,50,T,70,6.1NRT,293.61,30.37,N
-17.39641,-42.63508,325.69,2.63,1.56,2025-08-24,48,T,100,6.1NRT,276.89,109.21,N
-17.60578,-44.28967,328.86,1.95,1.36,2025-08-24,48,T,100,6.1NRT,287.46,76.61,N
-5.45354,-60.19889,320.64,2.71,1.58,2025-08-24,50,T,100,6.1NRT,293.89,68.62,N
-5.43333,-60.15345,305.5,2.69,1.57,2025-08-24,50,T,46,6.1NRT,293.63,17.64,N
-17.60877,-44.30739,352.77,1.95,1.36,2025-08-24,48,T,100,6.1NRT,287.59,184.95,N
-17.59279,-46.09391,300.19,1.45,1.19,2025-08-24,48,T,21,6.1NRT,290.17,7.51,N
-5.43648,-60.17703,318.77,2.7,1.57,2025-08-24,50,T,97,6.1NRT,294.15,61.04,N
-17.59488,-46.10685,306.33,1.45,1.19,2025-08-24,48,T,68,6.1NRT,289.99,13.66,N
-5.41949,-60.15525,317.13,2.69,1.57,2025-08-24,50,T,94,6.1NRT,293.78,55.44,N
-5.4226,-60.17882,354.79,2.7,1.57,2025-08-24,50,T,100,6.1NRT,295.21,302.97,N
-17.41161,-48.11391,302.7,1.12,1.05,2025-08-24,48,T,51,6.1NRT,291.94,6.39,N
-3.60053,-47.52453,354.94,1.98,1.37,2025-08-24,52,T,100,6.1NRT,294.4,195.13,N
-17.04728,-47.18217,306.02,1.26,1.12,2025-08-24,48,T,52,6.1NRT,288.77,10.43,N
-17.03743,-47.18387,309.51,1.26,1.12,2025-08-24,48,T,78,6.1NRT,289.43,14.33,N
-3.60313,-47.54183,313.53,1.97,1.37,2025-08-24,52,T,87,6.1NRT,293.01,28.3,N
-3.58844,-47.52623,322.44,1.98,1.37,2025-08-24,52,T,100,6.1NRT,293.03,50.93,N
-16.79952,-51.34344,304.99,1.02,1.01,2025-08-24,48,T,61,6.1NRT,288.59,6.91,N
-3.60823,-47.52922,308.17,1.98,1.37,2025-08-24,52,T,73,6.1NRT,292.95,18.35,N
-16.80078,-51.35286,333.39,1.02,1.01,2025-08-24,48,T,100,6.1NRT,289.73,35.0,N
-3.59367,-47.5136,317.63,1.98,1.37,2025-08-24,52,T,95,6.1NRT,292.99,37.92,N
-16.79057,-51.34469,318.95,1.02,1.01,2025-08-24,48,T,98,6.1NRT,290.68,17.48,N
-3.59613,-47.53086,350.9,1.98,1.37,2025-08-24,52,T,100,6.1NRT,294.28,169.73,N
-16.79182,-51.35411,388.1,1.02,1.01,2025-08-24,48,T,100,6.1NRT,296.76,196.11,N
-3.51019,-47.19612,314.73,2.11,1.41,2025-08-24,52,T,90,6.1NRT,292.94,35.35,N
-16.79308,-51.36353,318.16,1.03,1.01,2025-08-24,48,T,96,6.1NRT,289.81,16.24,N
-16.78286,-51.35537,315.82,1.02,1.01,2025-08-24,48,T,92,6.1NRT,290.96,14.46,N
-3.51294,-47.21491,334.1,2.1,1.41,2025-08-24,52,T,100,6.1NRT,293.48,98.83,N
-3.58175,-48.15786,303.78,1.77,1.3,2025-08-24,52,T,57,6.1NRT,291.92,10.49,N
-16.78412,-51.36479,307.3,1.03,1.01,2025-08-24,48,T,66,6.1NRT,290.17,7.58,N
-16.41381,-49.94392,302.44,1.01,1.0,2025-08-24,48,T,47,6.1NRT,290.48,5.82,N
-3.44336,-49.04566,328.13,1.52,1.22,2025-08-24,52,T,100,6.1NRT,294.54,46.63,N
-3.43264,-49.04722,311.19,1.52,1.22,2025-08-24,52,T,81,6.1NRT,294.51,16.49,N
-16.49042,-52.5645,304.92,1.12,1.05,2025-08-24,48,T,62,6.1NRT,293.53,6.87,N
-3.89719,-54.69014,313.37,1.07,1.03,2025-08-24,52,T,87,6.1NRT,293.97,11.92,N
-15.23836,-48.21629,305.47,1.17,1.08,2025-08-24,48,T,60,6.1NRT,290.26,8.15,N
-15.22887,-48.21791,354.31,1.17,1.08,2025-08-24,48,T,100,6.1NRT,292.35,90.68,N
-4.04465,-56.31504,309.06,1.3,1.13,2025-08-24,52,T,75,6.1NRT,294.66,10.59,N
-15.23048,-48.22852,307.17,1.17,1.08,2025-08-24,48,T,71,6.1NRT,290.81,9.41,N
-2.91397,-48.3139,307.23,1.76,1.3,2025-08-24,52,T,69,6.1NRT,293.37,13.44,N
-15.03766,-48.17418,303.67,1.18,1.08,2025-08-24,48,T,56,6.1NRT,291.67,7.64,N
-3.05557,-49.50919,305.42,1.43,1.18,2025-08-24,52,T,47,6.1NRT,294.16,7.46,N
-15.11019,-48.65369,304.75,1.12,1.05,2025-08-24,48,T,54,6.1NRT,292.33,5.74,N
-3.05816,-49.50239,309.22,1.43,1.18,2025-08-24,52,T,75,6.1NRT,294.48,11.96,N
-3.84361,-55.96983,308.99,1.23,1.1,2025-08-24,52,T,74,6.1NRT,295.5,9.88,N
-15.11171,-48.66383,311.85,1.12,1.05,2025-08-24,48,T,83,6.1NRT,291.23,11.63,N
-15.06062,-48.49025,306.75,1.14,1.06,2025-08-24,48,T,69,6.1NRT,290.24,8.85,N
-3.40174,-52.83659,305.36,1.0,1.0,2025-08-24,52,T,64,6.1NRT,294.88,4.79,N
-15.08465,-48.65369,304.74,1.12,1.05,2025-08-24,48,T,52,6.1NRT,291.32,6.76,N
-3.65835,-54.76028,305.33,1.07,1.03,2025-08-24,52,T,64,6.1NRT,295.29,5.32,N
-14.93804,-47.99722,302.36,1.21,1.09,2025-08-24,48,T,45,6.1NRT,291.35,6.88,N
-2.26469,-47.85373,305.64,1.96,1.37,2025-08-24,52,T,65,6.1NRT,292.09,13.71,N
-14.93978,-48.00867,304.26,1.21,1.09,2025-08-24,48,T,59,6.1NRT,291.35,8.18,N
-2.93122,-53.69189,323.38,1.0,1.0,2025-08-24,52,T,100,6.1NRT,294.45,19.28,N
-2.93244,-53.7007,347.59,1.0,1.0,2025-08-24,52,T,100,6.1NRT,295.98,55.64,N
-14.81793,-47.9441,301.55,1.22,1.1,2025-08-24,48,T,17,6.1NRT,289.55,6.15,N
-2.93365,-53.7095,314.01,1.0,1.0,2025-08-24,52,T,88,6.1NRT,294.0,10.51,N
-14.80486,-47.92381,355.46,1.23,1.1,2025-08-24,48,T,100,6.1NRT,293.07,100.82,N
-2.92239,-53.69313,308.24,1.0,1.0,2025-08-24,52,T,74,6.1NRT,293.85,6.6,N
-14.80656,-47.93486,330.37,1.23,1.1,2025-08-24,48,T,100,6.1NRT,292.42,39.23,N
-14.80144,-47.91935,336.69,1.23,1.1,2025-08-24,48,T,100,6.1NRT,291.01,52.35,N
-2.92361,-53.70193,323.72,1.0,1.0,2025-08-24,52,T,100,6.1NRT,294.1,19.91,N
-14.80309,-47.93044,339.65,1.23,1.1,2025-08-24,48,T,100,6.1NRT,292.7,58.22,N
-1.55601,-54.54263,306.01,1.02,1.01,2025-08-24,52,T,65,6.1NRT,294.18,5.77,N
-14.80474,-47.94152,307.6,1.23,1.1,2025-08-24,48,T,33,6.1NRT,291.22,10.57,N
-14.79505,-47.94319,317.51,1.23,1.1,2025-08-24,48,T,95,6.1NRT,292.0,21.04,N
-14.79668,-47.95405,326.0,1.22,1.1,2025-08-24,48,T,100,6.1NRT,291.0,32.65,N
-14.85144,-48.32209,306.93,1.17,1.08,2025-08-24,48,T,70,6.1NRT,290.07,10.07,N
-14.55174,-49.11356,307.29,1.08,1.04,2025-08-24,50,T,71,6.1NRT,292.14,8.79,N
-15.32347,-56.16253,305.69,1.83,1.33,2025-08-24,50,T,65,6.1NRT,294.14,12.94,N
-14.53233,-51.92919,307.53,1.03,1.01,2025-08-24,50,T,72,6.1NRT,292.66,8.17,N
-14.52336,-51.93048,310.67,1.03,1.01,2025-08-24,50,T,81,6.1NRT,293.53,10.03,N
-14.52054,-52.04564,311.21,1.04,1.02,2025-08-24,50,T,82,6.1NRT,292.82,11.16,N
-14.50413,-53.09751,304.54,1.13,1.06,2025-08-24,50,T,61,6.1NRT,293.49,7.05,N
-14.77659,-55.41103,313.63,1.58,1.24,2025-08-24,50,T,87,6.1NRT,293.67,22.16,N
-14.76561,-55.41243,327.12,1.58,1.24,2025-08-24,50,T,100,6.1NRT,293.82,47.82,N
-14.75289,-55.39928,314.61,1.58,1.24,2025-08-24,50,T,90,6.1NRT,293.84,23.52,N
-14.82096,-55.97319,329.77,1.75,1.3,2025-08-24,50,T,100,6.1NRT,296.78,60.23,N
-14.80949,-55.97474,308.12,1.75,1.3,2025-08-24,50,T,74,6.1NRT,295.58,14.28,N
-14.77754,-55.98512,305.91,1.75,1.3,2025-08-24,50,T,66,6.1NRT,295.07,11.53,N
-13.48631,-46.89632,301.89,1.49,1.21,2025-08-24,50,T,43,6.1NRT,291.32,6.91,N
-14.59543,-54.85522,306.05,1.44,1.19,2025-08-24,50,T,67,6.1NRT,290.02,11.97,N
-13.47359,-46.88485,301.53,1.5,1.21,2025-08-24,50,T,28,6.1NRT,291.21,6.38,N
-13.49643,-47.02979,321.96,1.46,1.19,2025-08-24,50,T,100,6.1NRT,290.4,33.21,N
-13.47368,-47.02264,310.49,1.46,1.2,2025-08-24,50,T,67,6.1NRT,287.15,15.08,N
-13.46314,-47.02436,304.43,1.46,1.2,2025-08-24,50,T,13,6.1NRT,288.99,8.56,N
-13.46714,-47.01625,308.98,1.47,1.2,2025-08-24,50,T,65,6.1NRT,286.16,14.13,N
-13.46902,-47.02857,307.2,1.46,1.2,2025-08-24,50,T,46,6.1NRT,289.56,11.75,N
-14.32781,-53.08208,309.29,1.13,1.06,2025-08-24,50,T,77,6.1NRT,295.94,9.67,N
-14.32916,-53.09229,309.68,1.13,1.06,2025-08-24,50,T,78,6.1NRT,296.21,10.23,N
-14.25446,-53.0303,317.69,1.12,1.05,2025-08-24,50,T,95,6.1NRT,292.8,17.93,N
-14.25576,-53.04039,310.04,1.12,1.05,2025-08-24,50,T,79,6.1NRT,292.87,10.85,N
-14.65999,-56.57908,309.87,1.93,1.36,2025-08-24,50,T,74,6.1NRT,295.9,18.59,N
-13.04669,-45.22962,317.6,2.02,1.39,2025-08-24,50,T,95,6.1NRT,290.11,46.71,N
-12.99489,-45.22001,302.19,2.03,1.39,2025-08-24,50,T,47,6.1NRT,289.58,16.99,N
-12.99793,-45.23816,300.92,2.02,1.39,2025-08-24,50,T,35,6.1NRT,289.19,15.06,N
-12.99175,-45.22638,308.14,2.03,1.39,2025-08-24,50,T,74,6.1NRT,290.0,27.66,N
-14.79689,-59.62487,309.7,3.37,1.73,2025-08-24,50,T,58,6.1NRT,284.93,52.02,N
-14.8,-59.63077,311.83,3.37,1.73,2025-08-24,50,T,79,6.1NRT,284.24,61.49,N
-14.0404,-54.07804,308.72,1.26,1.12,2025-08-24,50,T,75,6.1NRT,293.91,10.75,N
-14.03052,-54.07934,308.86,1.26,1.12,2025-08-24,50,T,76,6.1NRT,293.64,10.93,N
-13.54994,-51.54174,315.14,1.01,1.0,2025-08-24,50,T,91,6.1NRT,294.33,12.65,N
-12.73106,-48.11087,315.2,1.28,1.12,2025-08-24,50,T,91,6.1NRT,296.98,15.44,N
-12.73286,-48.12267,319.6,1.28,1.12,2025-08-24,50,T,99,6.1NRT,297.61,20.72,N
-12.73462,-48.13413,310.59,1.27,1.12,2025-08-24,50,T,80,6.1NRT,296.86,10.42,N
-12.72461,-48.13494,321.08,1.27,1.12,2025-08-24,50,T,100,6.1NRT,297.44,23.49,N
-13.37652,-54.39218,310.16,1.29,1.13,2025-08-24,50,T,79,6.1NRT,293.1,13.69,N
-13.34657,-54.39629,303.93,1.29,1.13,2025-08-24,50,T,37,6.1NRT,292.19,7.75,N
-12.20665,-47.11008,309.34,1.51,1.21,2025-08-24,50,T,77,6.1NRT,292.8,15.97,N
-11.28124,-44.97404,308.49,2.29,1.46,2025-08-24,50,T,75,6.1NRT,292.49,26.92,N
-11.28289,-44.97952,305.99,2.29,1.46,2025-08-24,50,T,66,6.1NRT,292.47,23.43,N
-12.04915,-50.35791,305.83,1.03,1.01,2025-08-24,50,T,66,6.1NRT,292.83,6.36,N
-12.05047,-50.36716,305.45,1.03,1.01,2025-08-24,50,T,64,6.1NRT,292.96,6.04,N
-12.04019,-50.35926,308.62,1.03,1.01,2025-08-24,50,T,75,6.1NRT,292.46,8.14,N
-11.13811,-46.33931,306.2,1.8,1.32,2025-08-24,50,T,67,6.1NRT,284.45,20.28,N
-11.13949,-46.32825,300.09,1.81,1.32,2025-08-24,50,T,16,6.1NRT,284.48,14.18,N
-11.3289,-47.85316,308.25,1.39,1.17,2025-08-24,50,T,51,6.1NRT,296.86,11.07,N
-11.33066,-47.8647,320.65,1.39,1.17,2025-08-24,50,T,100,6.1NRT,295.78,27.26,N
-11.31853,-47.85424,319.77,1.39,1.17,2025-08-24,50,T,99,6.1NRT,297.47,26.17,N
-11.32036,-47.86625,306.61,1.39,1.17,2025-08-24,50,T,32,6.1NRT,295.76,9.06,N
-10.61152,-44.32432,330.28,2.65,1.56,2025-08-24,50,T,100,6.1NRT,293.41,120.86,N
-10.59779,-44.32674,313.68,2.65,1.56,2025-08-24,50,T,88,6.1NRT,292.59,49.15,N
-11.52046,-50.46477,303.18,1.03,1.01,2025-08-24,50,T,54,6.1NRT,292.98,4.71,N
-11.52178,-50.47401,302.92,1.03,1.01,2025-08-24,50,T,51,6.1NRT,292.62,4.61,N
